item_id,source_item_uid,domain,concept,task,group_index,is_repeated_check,rater_id,included_primary,fa,cc,lc,tf,mq,risk,quality5,quality3_science
ITEM_087,千问_C_C27,Climate/Environment,全球变暖与气候变化,C,31,False,R02_04,True,4,5,5,5,4,1,4.6,4.333333333333333
ITEM_267,豆包_C_C27,Climate/Environment,全球变暖与气候变化,C,32,False,R02_04,True,4,5,5,5,4,1,4.6,4.333333333333333
ITEM_088,千问_C_C28,Climate/Environment,二氧化碳的气候作用,C,33,False,R02_04,True,4,5,5,5,4,1,4.6,4.333333333333333
ITEM_448,Gemini_C_C28,Climate/Environment,二氧化碳的气候作用,C,34,False,R02_04,True,4,5,4,5,4,1,4.4,4.333333333333333
ITEM_449,Gemini_C_C29,Climate/Environment,海洋垃圾与塑料污染,C,35,False,R02_04,True,4,5,5,5,4,1,4.6,4.333333333333333
ITEM_809,GLM_C_C29,Climate/Environment,海洋垃圾与塑料污染,C,36,False,R02_04,True,4,5,4,4,4,2,4.2,4.333333333333333
ITEM_540,mimo_C_C30,Climate/Environment,自然变率与人为影响,C,37,False,R02_04,True,4,5,4,5,4,1,4.4,4.333333333333333
ITEM_720,GPT_C_C30,Climate/Environment,自然变率与人为影响,C,38,False,R02_04,True,4,4,5,4,4,2,4.2,4.0
ITEM_475,mimo_A_C25,Climate/Environment,温室效应,A,1,False,R02_05,True,4,4,5,4,5,1,4.4,4.333333333333333
ITEM_745,GLM_A_C25,Climate/Environment,温室效应,A,2,False,R02_05,True,5,4,4,5,5,1,4.6,4.666666666666667
ITEM_116,claude_A_C26,Climate/Environment,天气与气候,A,3,False,R02_05,True,5,4,4,3,5,1,4.2,4.666666666666667
ITEM_746,GLM_A_C26,Climate/Environment,天气与气候,A,4,False,R02_05,True,5,4,5,5,5,1,4.8,4.666666666666667
ITEM_207,豆包_A_C27,Climate/Environment,全球变暖与气候变化,A,5,False,R02_05,True,5,4,5,5,4,1,4.6,4.333333333333333
ITEM_477,mimo_A_C27,Climate/Environment,全球变暖与气候变化,A,6,False,R02_05,True,5,4,5,5,4,1,4.6,4.333333333333333
ITEM_028,千问_A_C28,Climate/Environment,二氧化碳的气候作用,A,7,False,R02_05,True,5,4,4,4,5,1,4.4,4.666666666666667
ITEM_208,豆包_A_C28,Climate/Environment,二氧化碳的气候作用,A,8,False,R02_05,True,5,4,4,5,4,1,4.4,4.333333333333333
ITEM_299,DEEPSEEK_A_C29,Climate/Environment,海洋垃圾与塑料污染,A,9,False,R02_05,True,4,3,4,5,5,1,4.2,4.0
ITEM_659,GPT_A_C29,Climate/Environment,海洋垃圾与塑料污染,A,10,False,R02_05,True,5,4,5,5,5,1,4.8,4.666666666666667
ITEM_120,claude_A_C30,Climate/Environment,自然变率与人为影响,A,11,False,R02_05,True,5,4,5,5,4,2,4.6,4.333333333333333
ITEM_390,Gemini_A_C30,Climate/Environment,自然变率与人为影响,A,12,False,R02_05,True,5,4,4,4,4,2,4.2,4.333333333333333
ITEM_235,豆包_B_C25,Climate/Environment,温室效应,B,14,False,R02_05,True,5,4,4,5,4,1,4.4,4.333333333333333
ITEM_415,Gemini_B_C25,Climate/Environment,温室效应,B,15,False,R02_05,True,4,4,3,4,5,2,4.0,4.333333333333333
ITEM_326,DEEPSEEK_B_C26,Climate/Environment,天气与气候,B,16,False,R02_05,True,5,4,4,4,5,2,4.4,4.666666666666667
ITEM_776,GLM_B_C26,Climate/Environment,天气与气候,B,17,False,R02_05,True,5,4,4,4,3,1,4.0,4.0
ITEM_327,DEEPSEEK_B_C27,Climate/Environment,全球变暖与气候变化,B,18,False,R02_05,True,4,5,4,4,5,1,4.4,4.666666666666667
ITEM_687,GPT_B_C27,Climate/Environment,全球变暖与气候变化,B,19,False,R02_05,True,5,4,4,5,4,1,4.4,4.333333333333333
ITEM_238,豆包_B_C28,Climate/Environment,二氧化碳的气候作用,B,20,False,R02_05,True,5,4,5,4,5,1,4.6,4.666666666666667
ITEM_418,Gemini_B_C28,Climate/Environment,二氧化碳的气候作用,B,21,False,R02_05,True,5,4,4,4,4,1,4.2,4.333333333333333
ITEM_149,claude_B_C29,Climate/Environment,海洋垃圾与塑料污染,B,22,False,R02_05,True,4,4,4,4,4,2,4.0,4.0
ITEM_779,GLM_B_C29,Climate/Environment,海洋垃圾与塑料污染,B,23,False,R02_05,True,3,4,4,3,4,2,3.6,3.6666666666666665
ITEM_150,claude_B_C30,Climate/Environment,自然变率与人为影响,B,24,False,R02_05,True,4,3,4,5,4,1,4.0,3.6666666666666665
ITEM_420,Gemini_B_C30,Climate/Environment,自然变率与人为影响,B,25,False,R02_05,True,5,4,4,4,5,1,4.4,4.666666666666667
ITEM_535,mimo_C_C25,Climate/Environment,温室效应,C,27,False,R02_05,True,4,4,4,4,4,1,4.0,4.0
ITEM_625,KIMI_C_C25,Climate/Environment,温室效应,C,28,False,R02_05,True,5,4,5,4,4,1,4.4,4.333333333333333
ITEM_266,豆包_C_C26,Climate/Environment,天气与气候,C,29,False,R02_05,True,4,3,4,3,3,2,3.4,3.333333333333333
ITEM_626,KIMI_C_C26,Climate/Environment,天气与气候,C,30,False,R02_05,True,4,5,4,4,4,1,4.2,4.333333333333333
ITEM_087,千问_C_C27,Climate/Environment,全球变暖与气候变化,C,31,False,R02_05,True,5,4,4,4,3,1,4.0,4.0
ITEM_267,豆包_C_C27,Climate/Environment,全球变暖与气候变化,C,32,False,R02_05,True,4,5,4,4,5,2,4.4,4.666666666666667
ITEM_088,千问_C_C28,Climate/Environment,二氧化碳的气候作用,C,33,False,R02_05,True,4,5,5,4,4,1,4.4,4.333333333333333
ITEM_448,Gemini_C_C28,Climate/Environment,二氧化碳的气候作用,C,34,False,R02_05,True,4,4,4,5,4,2,4.2,4.0
ITEM_449,Gemini_C_C29,Climate/Environment,海洋垃圾与塑料污染,C,35,False,R02_05,True,4,5,5,5,4,1,4.6,4.333333333333333
ITEM_809,GLM_C_C29,Climate/Environment,海洋垃圾与塑料污染,C,36,False,R02_05,True,4,5,4,4,4,1,4.2,4.333333333333333
ITEM_540,mimo_C_C30,Climate/Environment,自然变率与人为影响,C,37,False,R02_05,True,4,4,4,5,4,1,4.2,4.0
ITEM_720,GPT_C_C30,Climate/Environment,自然变率与人为影响,C,38,False,R02_05,True,4,5,4,4,4,1,4.2,4.333333333333333
ITEM_475,mimo_A_C25,Climate/Environment,温室效应,A,1,False,R02_06,True,5,4,5,5,4,1,4.6,4.333333333333333
ITEM_745,GLM_A_C25,Climate/Environment,温室效应,A,2,False,R02_06,True,5,4,4,4,5,2,4.4,4.666666666666667
ITEM_116,claude_A_C26,Climate/Environment,天气与气候,A,3,False,R02_06,True,5,4,4,3,4,2,4.0,4.333333333333333
ITEM_746,GLM_A_C26,Climate/Environment,天气与气候,A,4,False,R02_06,True,5,4,4,5,4,2,4.4,4.333333333333333
ITEM_207,豆包_A_C27,Climate/Environment,全球变暖与气候变化,A,5,False,R02_06,True,5,4,4,5,4,2,4.4,4.333333333333333
ITEM_477,mimo_A_C27,Climate/Environment,全球变暖与气候变化,A,6,False,R02_06,True,5,4,4,5,4,2,4.4,4.333333333333333
ITEM_028,千问_A_C28,Climate/Environment,二氧化碳的气候作用,A,7,False,R02_06,True,5,4,4,5,4,2,4.4,4.333333333333333
ITEM_208,豆包_A_C28,Climate/Environment,二氧化碳的气候作用,A,8,False,R02_06,True,5,4,4,3,4,1,4.0,4.333333333333333
ITEM_299,DEEPSEEK_A_C29,Climate/Environment,海洋垃圾与塑料污染,A,9,False,R02_06,True,5,4,3,4,4,1,4.0,4.333333333333333
ITEM_659,GPT_A_C29,Climate/Environment,海洋垃圾与塑料污染,A,10,False,R02_06,True,5,4,4,3,4,1,4.0,4.333333333333333
ITEM_120,claude_A_C30,Climate/Environment,自然变率与人为影响,A,11,False,R02_06,True,4,3,3,3,2,1,3.0,3.0
ITEM_390,Gemini_A_C30,Climate/Environment,自然变率与人为影响,A,12,False,R02_06,True,5,4,4,4,5,1,4.4,4.666666666666667
ITEM_235,豆包_B_C25,Climate/Environment,温室效应,B,14,False,R02_06,True,5,4,3,4,4,1,4.0,4.333333333333333
ITEM_415,Gemini_B_C25,Climate/Environment,温室效应,B,15,False,R02_06,True,5,4,5,5,4,2,4.6,4.333333333333333
ITEM_326,DEEPSEEK_B_C26,Climate/Environment,天气与气候,B,16,False,R02_06,True,5,4,4,4,5,1,4.4,4.666666666666667
ITEM_776,GLM_B_C26,Climate/Environment,天气与气候,B,17,False,R02_06,True,4,3,4,4,5,2,4.0,4.0
ITEM_327,DEEPSEEK_B_C27,Climate/Environment,全球变暖与气候变化,B,18,False,R02_06,True,5,4,4,4,5,1,4.4,4.666666666666667
ITEM_687,GPT_B_C27,Climate/Environment,全球变暖与气候变化,B,19,False,R02_06,True,4,3,4,4,5,2,4.0,4.0
ITEM_238,豆包_B_C28,Climate/Environment,二氧化碳的气候作用,B,20,False,R02_06,True,5,4,4,4,5,1,4.4,4.666666666666667
ITEM_418,Gemini_B_C28,Climate/Environment,二氧化碳的气候作用,B,21,False,R02_06,True,5,4,4,5,5,2,4.6,4.666666666666667
ITEM_149,claude_B_C29,Climate/Environment,海洋垃圾与塑料污染,B,22,False,R02_06,True,4,4,4,5,4,1,4.2,4.0
ITEM_779,GLM_B_C29,Climate/Environment,海洋垃圾与塑料污染,B,23,False,R02_06,True,4,5,5,5,4,2,4.6,4.333333333333333
ITEM_150,claude_B_C30,Climate/Environment,自然变率与人为影响,B,24,False,R02_06,True,5,4,4,5,4,2,4.4,4.333333333333333
ITEM_420,Gemini_B_C30,Climate/Environment,自然变率与人为影响,B,25,False,R02_06,True,5,4,5,5,4,2,4.6,4.333333333333333
ITEM_535,mimo_C_C25,Climate/Environment,温室效应,C,27,False,R02_06,True,5,4,5,5,3,1,4.4,4.0
ITEM_625,KIMI_C_C25,Climate/Environment,温室效应,C,28,False,R02_06,True,5,4,5,5,4,1,4.6,4.333333333333333
ITEM_266,豆包_C_C26,Climate/Environment,天气与气候,C,29,False,R02_06,True,4,5,5,4,5,1,4.6,4.666666666666667
ITEM_626,KIMI_C_C26,Climate/Environment,天气与气候,C,30,False,R02_06,True,5,4,5,4,3,2,4.2,4.0
ITEM_087,千问_C_C27,Climate/Environment,全球变暖与气候变化,C,31,False,R02_06,True,4,5,5,4,5,1,4.6,4.666666666666667
ITEM_267,豆包_C_C27,Climate/Environment,全球变暖与气候变化,C,32,False,R02_06,True,4,5,5,5,4,1,4.6,4.333333333333333
ITEM_088,千问_C_C28,Climate/Environment,二氧化碳的气候作用,C,33,False,R02_06,True,4,5,4,4,5,2,4.4,4.666666666666667
ITEM_448,Gemini_C_C28,Climate/Environment,二氧化碳的气候作用,C,34,False,R02_06,True,4,5,4,4,4,1,4.2,4.333333333333333
ITEM_449,Gemini_C_C29,Climate/Environment,海洋垃圾与塑料污染,C,35,False,R02_06,True,5,4,5,4,4,1,4.4,4.333333333333333
ITEM_809,GLM_C_C29,Climate/Environment,海洋垃圾与塑料污染,C,36,False,R02_06,True,4,5,4,5,4,2,4.4,4.333333333333333
ITEM_540,mimo_C_C30,Climate/Environment,自然变率与人为影响,C,37,False,R02_06,True,5,4,4,4,4,1,4.2,4.333333333333333
ITEM_720,GPT_C_C30,Climate/Environment,自然变率与人为影响,C,38,False,R02_06,True,4,3,4,4,4,1,3.8,3.6666666666666665
ITEM_475,mimo_A_C25,Climate/Environment,温室效应,A,1,False,R02_07,True,5,5,5,4,5,1,4.8,5.0
ITEM_745,GLM_A_C25,Climate/Environment,温室效应,A,2,False,R02_07,True,5,4,5,5,3,1,4.4,4.0
ITEM_116,claude_A_C26,Climate/Environment,天气与气候,A,3,False,R02_07,True,4,5,4,4,5,2,4.4,4.666666666666667
ITEM_746,GLM_A_C26,Climate/Environment,天气与气候,A,4,False,R02_07,True,5,4,4,5,4,2,4.4,4.333333333333333
ITEM_207,豆包_A_C27,Climate/Environment,全球变暖与气候变化,A,5,False,R02_07,True,4,4,5,5,3,1,4.2,3.6666666666666665
ITEM_477,mimo_A_C27,Climate/Environment,全球变暖与气候变化,A,6,False,R02_07,True,5,4,5,5,4,1,4.6,4.333333333333333
ITEM_028,千问_A_C28,Climate/Environment,二氧化碳的气候作用,A,7,False,R02_07,True,5,4,4,5,4,2,4.4,4.333333333333333
ITEM_208,豆包_A_C28,Climate/Environment,二氧化碳的气候作用,A,8,False,R02_07,True,5,4,4,4,3,1,4.0,4.0
ITEM_299,DEEPSEEK_A_C29,Climate/Environment,海洋垃圾与塑料污染,A,9,False,R02_07,True,4,5,5,5,4,1,4.6,4.333333333333333
ITEM_659,GPT_A_C29,Climate/Environment,海洋垃圾与塑料污染,A,10,False,R02_07,True,5,4,5,5,4,1,4.6,4.333333333333333
ITEM_120,claude_A_C30,Climate/Environment,自然变率与人为影响,A,11,False,R02_07,True,5,4,5,5,5,2,4.8,4.666666666666667
ITEM_390,Gemini_A_C30,Climate/Environment,自然变率与人为影响,A,12,False,R02_07,True,5,4,4,5,4,1,4.4,4.333333333333333
ITEM_235,豆包_B_C25,Climate/Environment,温室效应,B,14,False,R02_07,True,5,4,4,5,4,1,4.4,4.333333333333333
ITEM_415,Gemini_B_C25,Climate/Environment,温室效应,B,15,False,R02_07,True,5,4,3,4,4,2,4.0,4.333333333333333
ITEM_326,DEEPSEEK_B_C26,Climate/Environment,天气与气候,B,16,False,R02_07,True,5,4,5,5,4,2,4.6,4.333333333333333
ITEM_776,GLM_B_C26,Climate/Environment,天气与气候,B,17,False,R02_07,True,5,4,4,4,3,2,4.0,4.0
ITEM_327,DEEPSEEK_B_C27,Climate/Environment,全球变暖与气候变化,B,18,False,R02_07,True,4,3,4,5,4,2,4.0,3.6666666666666665
ITEM_687,GPT_B_C27,Climate/Environment,全球变暖与气候变化,B,19,False,R02_07,True,5,4,4,5,3,1,4.2,4.0
ITEM_238,豆包_B_C28,Climate/Environment,二氧化碳的气候作用,B,20,False,R02_07,True,4,5,4,3,4,1,4.0,4.333333333333333
ITEM_418,Gemini_B_C28,Climate/Environment,二氧化碳的气候作用,B,21,False,R02_07,True,5,4,4,4,5,1,4.4,4.666666666666667
ITEM_149,claude_B_C29,Climate/Environment,海洋垃圾与塑料污染,B,22,False,R02_07,True,5,4,4,5,4,1,4.4,4.333333333333333
ITEM_779,GLM_B_C29,Climate/Environment,海洋垃圾与塑料污染,B,23,False,R02_07,True,5,4,4,4,5,1,4.4,4.666666666666667
ITEM_150,claude_B_C30,Climate/Environment,自然变率与人为影响,B,24,False,R02_07,True,5,4,4,5,4,1,4.4,4.333333333333333
ITEM_420,Gemini_B_C30,Climate/Environment,自然变率与人为影响,B,25,False,R02_07,True,5,4,4,5,4,1,4.4,4.333333333333333
ITEM_535,mimo_C_C25,Climate/Environment,温室效应,C,27,False,R02_07,True,5,4,5,5,5,1,4.8,4.666666666666667
ITEM_625,KIMI_C_C25,Climate/Environment,温室效应,C,28,False,R02_07,True,5,4,5,5,5,1,4.8,4.666666666666667
ITEM_266,豆包_C_C26,Climate/Environment,天气与气候,C,29,False,R02_07,True,5,4,4,4,5,1,4.4,4.666666666666667
ITEM_626,KIMI_C_C26,Climate/Environment,天气与气候,C,30,False,R02_07,True,5,4,5,5,4,2,4.6,4.333333333333333
ITEM_087,千问_C_C27,Climate/Environment,全球变暖与气候变化,C,31,False,R02_07,True,4,4,3,4,4,2,3.8,4.0
ITEM_267,豆包_C_C27,Climate/Environment,全球变暖与气候变化,C,32,False,R02_07,True,4,5,4,3,4,2,4.0,4.333333333333333
ITEM_088,千问_C_C28,Climate/Environment,二氧化碳的气候作用,C,33,False,R02_07,True,4,3,4,5,4,1,4.0,3.6666666666666665
ITEM_448,Gemini_C_C28,Climate/Environment,二氧化碳的气候作用,C,34,False,R02_07,True,4,5,4,3,5,1,4.2,4.666666666666667
ITEM_449,Gemini_C_C29,Climate/Environment,海洋垃圾与塑料污染,C,35,False,R02_07,True,4,5,4,3,5,1,4.2,4.666666666666667
ITEM_809,GLM_C_C29,Climate/Environment,海洋垃圾与塑料污染,C,36,False,R02_07,True,4,5,5,4,5,1,4.6,4.666666666666667
ITEM_540,mimo_C_C30,Climate/Environment,自然变率与人为影响,C,37,False,R02_07,True,4,5,5,4,5,1,4.6,4.666666666666667
ITEM_720,GPT_C_C30,Climate/Environment,自然变率与人为影响,C,38,False,R02_07,True,4,5,5,5,3,1,4.4,4.0
ITEM_475,mimo_A_C25,Climate/Environment,温室效应,A,1,False,R02_08,True,4,5,5,4,4,1,4.4,4.333333333333333
ITEM_745,GLM_A_C25,Climate/Environment,温室效应,A,2,False,R02_08,True,4,5,5,5,4,2,4.6,4.333333333333333
ITEM_116,claude_A_C26,Climate/Environment,天气与气候,A,3,False,R02_08,True,4,5,4,5,4,2,4.4,4.333333333333333
ITEM_746,GLM_A_C26,Climate/Environment,天气与气候,A,4,False,R02_08,True,5,4,3,4,5,2,4.2,4.666666666666667
ITEM_207,豆包_A_C27,Climate/Environment,全球变暖与气候变化,A,5,False,R02_08,True,4,4,5,4,3,1,4.0,3.6666666666666665
ITEM_477,mimo_A_C27,Climate/Environment,全球变暖与气候变化,A,6,False,R02_08,True,4,5,4,5,3,1,4.2,4.0
ITEM_028,千问_A_C28,Climate/Environment,二氧化碳的气候作用,A,7,False,R02_08,True,4,5,5,5,4,2,4.6,4.333333333333333
ITEM_208,豆包_A_C28,Climate/Environment,二氧化碳的气候作用,A,8,False,R02_08,True,4,5,4,4,5,1,4.4,4.666666666666667
ITEM_299,DEEPSEEK_A_C29,Climate/Environment,海洋垃圾与塑料污染,A,9,False,R02_08,True,4,5,5,4,5,1,4.6,4.666666666666667
ITEM_659,GPT_A_C29,Climate/Environment,海洋垃圾与塑料污染,A,10,False,R02_08,True,4,5,4,4,5,1,4.4,4.666666666666667
ITEM_120,claude_A_C30,Climate/Environment,自然变率与人为影响,A,11,False,R02_08,True,4,5,5,4,5,1,4.6,4.666666666666667
ITEM_390,Gemini_A_C30,Climate/Environment,自然变率与人为影响,A,12,False,R02_08,True,4,5,5,5,4,1,4.6,4.333333333333333
ITEM_235,豆包_B_C25,Climate/Environment,温室效应,B,14,False,R02_08,True,5,4,5,4,3,2,4.2,4.0
ITEM_415,Gemini_B_C25,Climate/Environment,温室效应,B,15,False,R02_08,True,4,3,4,4,4,1,3.8,3.6666666666666665
ITEM_326,DEEPSEEK_B_C26,Climate/Environment,天气与气候,B,16,False,R02_08,True,5,4,5,5,5,2,4.8,4.666666666666667
ITEM_776,GLM_B_C26,Climate/Environment,天气与气候,B,17,False,R02_08,True,5,4,5,5,4,2,4.6,4.333333333333333
ITEM_327,DEEPSEEK_B_C27,Climate/Environment,全球变暖与气候变化,B,18,False,R02_08,True,5,4,5,5,5,1,4.8,4.666666666666667
ITEM_687,GPT_B_C27,Climate/Environment,全球变暖与气候变化,B,19,False,R02_08,True,5,4,5,4,3,1,4.2,4.0
ITEM_238,豆包_B_C28,Climate/Environment,二氧化碳的气候作用,B,20,False,R02_08,True,5,4,5,5,5,1,4.8,4.666666666666667
ITEM_418,Gemini_B_C28,Climate/Environment,二氧化碳的气候作用,B,21,False,R02_08,True,5,4,5,5,5,2,4.8,4.666666666666667
ITEM_149,claude_B_C29,Climate/Environment,海洋垃圾与塑料污染,B,22,False,R02_08,True,5,4,5,5,4,2,4.6,4.333333333333333
ITEM_779,GLM_B_C29,Climate/Environment,海洋垃圾与塑料污染,B,23,False,R02_08,True,5,4,5,4,3,2,4.2,4.0
ITEM_150,claude_B_C30,Climate/Environment,自然变率与人为影响,B,24,False,R02_08,True,5,5,5,5,4,2,4.8,4.666666666666667
ITEM_420,Gemini_B_C30,Climate/Environment,自然变率与人为影响,B,25,False,R02_08,True,5,4,5,5,5,2,4.8,4.666666666666667
ITEM_535,mimo_C_C25,Climate/Environment,温室效应,C,27,False,R02_08,True,5,4,5,5,5,2,4.8,4.666666666666667
ITEM_625,KIMI_C_C25,Climate/Environment,温室效应,C,28,False,R02_08,True,5,4,5,5,5,2,4.8,4.666666666666667
ITEM_266,豆包_C_C26,Climate/Environment,天气与气候,C,29,False,R02_08,True,5,4,5,5,5,1,4.8,4.666666666666667
ITEM_626,KIMI_C_C26,Climate/Environment,天气与气候,C,30,False,R02_08,True,5,4,5,5,4,2,4.6,4.333333333333333
ITEM_087,千问_C_C27,Climate/Environment,全球变暖与气候变化,C,31,False,R02_08,True,5,4,5,5,5,1,4.8,4.666666666666667
ITEM_267,豆包_C_C27,Climate/Environment,全球变暖与气候变化,C,32,False,R02_08,True,5,4,5,5,5,2,4.8,4.666666666666667
ITEM_088,千问_C_C28,Climate/Environment,二氧化碳的气候作用,C,33,False,R02_08,True,5,4,5,5,5,2,4.8,4.666666666666667
ITEM_448,Gemini_C_C28,Climate/Environment,二氧化碳的气候作用,C,34,False,R02_08,True,5,4,5,5,5,2,4.8,4.666666666666667
ITEM_449,Gemini_C_C29,Climate/Environment,海洋垃圾与塑料污染,C,35,False,R02_08,True,5,4,5,5,5,2,4.8,4.666666666666667
ITEM_809,GLM_C_C29,Climate/Environment,海洋垃圾与塑料污染,C,36,False,R02_08,True,5,4,4,4,4,1,4.2,4.333333333333333
ITEM_540,mimo_C_C30,Climate/Environment,自然变率与人为影响,C,37,False,R02_08,True,4,5,4,3,4,1,4.0,4.333333333333333
ITEM_720,GPT_C_C30,Climate/Environment,自然变率与人为影响,C,38,False,R02_08,True,5,4,4,5,5,1,4.6,4.666666666666667
ITEM_475,mimo_A_C25,Climate/Environment,温室效应,A,1,False,R02_09,True,4,4,5,5,5,1,4.6,4.333333333333333
ITEM_745,GLM_A_C25,Climate/Environment,温室效应,A,2,False,R02_09,True,5,5,5,5,5,1,5.0,5.0
ITEM_116,claude_A_C26,Climate/Environment,天气与气候,A,3,False,R02_09,True,4,3,3,4,5,1,3.8,4.0
ITEM_746,GLM_A_C26,Climate/Environment,天气与气候,A,4,False,R02_09,True,4,4,3,3,3,1,3.4,3.6666666666666665
ITEM_207,豆包_A_C27,Climate/Environment,全球变暖与气候变化,A,5,False,R02_09,True,4,4,3,4,5,1,4.0,4.333333333333333
ITEM_477,mimo_A_C27,Climate/Environment,全球变暖与气候变化,A,6,False,R02_09,True,4,4,5,3,5,1,4.2,4.333333333333333
ITEM_028,千问_A_C28,Climate/Environment,二氧化碳的气候作用,A,7,False,R02_09,True,5,4,4,3,3,3,3.8,4.0
ITEM_208,豆包_A_C28,Climate/Environment,二氧化碳的气候作用,A,8,False,R02_09,True,5,5,5,4,5,1,4.8,5.0
ITEM_299,DEEPSEEK_A_C29,Climate/Environment,海洋垃圾与塑料污染,A,9,False,R02_09,True,5,4,4,4,3,2,4.0,4.0
ITEM_659,GPT_A_C29,Climate/Environment,海洋垃圾与塑料污染,A,10,False,R02_09,True,5,4,4,4,4,2,4.2,4.333333333333333
ITEM_120,claude_A_C30,Climate/Environment,自然变率与人为影响,A,11,False,R02_09,True,5,4,4,3,4,2,4.0,4.333333333333333
ITEM_390,Gemini_A_C30,Climate/Environment,自然变率与人为影响,A,12,False,R02_09,True,5,5,5,5,5,1,5.0,5.0
ITEM_235,豆包_B_C25,Climate/Environment,温室效应,B,14,False,R02_09,True,5,4,4,4,4,2,4.2,4.333333333333333
ITEM_415,Gemini_B_C25,Climate/Environment,温室效应,B,15,False,R02_09,True,4,4,4,3,4,1,3.8,4.0
ITEM_326,DEEPSEEK_B_C26,Climate/Environment,天气与气候,B,16,False,R02_09,True,4,4,4,3,5,1,4.0,4.333333333333333
ITEM_776,GLM_B_C26,Climate/Environment,天气与气候,B,17,False,R02_09,True,4,3,4,3,4,1,3.6,3.6666666666666665
ITEM_327,DEEPSEEK_B_C27,Climate/Environment,全球变暖与气候变化,B,18,False,R02_09,True,4,5,5,4,5,1,4.6,4.666666666666667
ITEM_687,GPT_B_C27,Climate/Environment,全球变暖与气候变化,B,19,False,R02_09,True,5,4,4,4,5,1,4.4,4.666666666666667
ITEM_238,豆包_B_C28,Climate/Environment,二氧化碳的气候作用,B,20,False,R02_09,True,4,4,4,5,5,1,4.4,4.333333333333333
ITEM_418,Gemini_B_C28,Climate/Environment,二氧化碳的气候作用,B,21,False,R02_09,True,5,4,4,4,4,1,4.2,4.333333333333333
ITEM_149,claude_B_C29,Climate/Environment,海洋垃圾与塑料污染,B,22,False,R02_09,True,5,5,4,4,5,1,4.6,5.0
ITEM_779,GLM_B_C29,Climate/Environment,海洋垃圾与塑料污染,B,23,False,R02_09,True,4,5,5,5,4,1,4.6,4.333333333333333
ITEM_150,claude_B_C30,Climate/Environment,自然变率与人为影响,B,24,False,R02_09,True,5,5,4,5,4,2,4.6,4.666666666666667
ITEM_420,Gemini_B_C30,Climate/Environment,自然变率与人为影响,B,25,False,R02_09,True,5,3,4,3,4,1,3.8,4.0
ITEM_535,mimo_C_C25,Climate/Environment,温室效应,C,27,False,R02_09,True,4,3,5,5,4,1,4.2,3.6666666666666665
ITEM_625,KIMI_C_C25,Climate/Environment,温室效应,C,28,False,R02_09,True,4,3,4,4,4,1,3.8,3.6666666666666665
ITEM_266,豆包_C_C26,Climate/Environment,天气与气候,C,29,False,R02_09,True,4,5,5,4,4,1,4.4,4.333333333333333
ITEM_626,KIMI_C_C26,Climate/Environment,天气与气候,C,30,False,R02_09,True,4,4,5,5,3,2,4.2,3.6666666666666665
ITEM_087,千问_C_C27,Climate/Environment,全球变暖与气候变化,C,31,False,R02_09,True,4,5,5,4,4,1,4.4,4.333333333333333
ITEM_267,豆包_C_C27,Climate/Environment,全球变暖与气候变化,C,32,False,R02_09,True,4,5,5,5,5,1,4.8,4.666666666666667
ITEM_088,千问_C_C28,Climate/Environment,二氧化碳的气候作用,C,33,False,R02_09,True,5,5,3,5,5,1,4.6,5.0
ITEM_448,Gemini_C_C28,Climate/Environment,二氧化碳的气候作用,C,34,False,R02_09,True,5,4,4,5,5,1,4.6,4.666666666666667
ITEM_449,Gemini_C_C29,Climate/Environment,海洋垃圾与塑料污染,C,35,False,R02_09,True,4,4,5,5,4,1,4.4,4.0
ITEM_809,GLM_C_C29,Climate/Environment,海洋垃圾与塑料污染,C,36,False,R02_09,True,4,4,5,5,5,2,4.6,4.333333333333333
ITEM_540,mimo_C_C30,Climate/Environment,自然变率与人为影响,C,37,False,R02_09,True,5,4,4,4,4,2,4.2,4.333333333333333
ITEM_720,GPT_C_C30,Climate/Environment,自然变率与人为影响,C,38,False,R02_09,True,5,5,5,5,5,2,5.0,5.0
ITEM_475,mimo_A_C25,Climate/Environment,温室效应,A,1,False,R02_10,True,5,4,5,5,5,1,4.8,4.666666666666667
ITEM_745,GLM_A_C25,Climate/Environment,温室效应,A,2,False,R02_10,True,5,4,4,5,5,1,4.6,4.666666666666667
ITEM_116,claude_A_C26,Climate/Environment,天气与气候,A,3,False,R02_10,True,5,5,5,5,5,1,5.0,5.0
ITEM_746,GLM_A_C26,Climate/Environment,天气与气候,A,4,False,R02_10,True,5,4,5,5,5,1,4.8,4.666666666666667
ITEM_207,豆包_A_C27,Climate/Environment,全球变暖与气候变化,A,5,False,R02_10,True,4,4,5,5,5,1,4.6,4.333333333333333
ITEM_477,mimo_A_C27,Climate/Environment,全球变暖与气候变化,A,6,False,R02_10,True,5,4,5,5,5,1,4.8,4.666666666666667
ITEM_028,千问_A_C28,Climate/Environment,二氧化碳的气候作用,A,7,False,R02_10,True,5,3,4,5,5,1,4.4,4.333333333333333
ITEM_208,豆包_A_C28,Climate/Environment,二氧化碳的气候作用,A,8,False,R02_10,True,4,4,5,5,4,1,4.4,4.0
ITEM_299,DEEPSEEK_A_C29,Climate/Environment,海洋垃圾与塑料污染,A,9,False,R02_10,True,5,3,5,5,5,1,4.6,4.333333333333333
